file_id |01 |02 |03 |04 |05 |06 |07 |08 |
5_32_1.wav |42.5%|0.6%|8.2%|3.6%|18.7%|1.7%|3.1%|21.6%|
5_32_2.wav |2.6%|1.1%|0.8%|2.4%|15.6%|7.4%|1.0%|69.2%|
5_32_3.wav |5.6%|7.2%|76.9%|0.4%|0.9%|0.8%|6.3%|2.0%|
5_32_4.wav |1.8%|0.1%|2.1%|0.5%|1.6%|0.3%|0.1%|93.4%|
5_33_0.wav |2.8%|23.6%|6.7%|1.7%|10.6%|19.2%|32.1%|3.2%|
5_33_1.wav |26.5%|0.4%|70.2%|0.2%|0.5%|0.1%|1.4%|0.7%|
5_33_2.wav |3.0%|0.7%|1.0%|2.0%|17.5%|5.2%|1.1%|69.7%|
5_33_3.wav |0.3%|58.5%|6.5%|0.3%|0.7%|4.5%|29.1%|0.2%|
5_33_4.wav |18.0%|0.9%|18.6%|2.7%|10.3%|1.5%|3.2%|44.9%|
5_34_0.wav |5.0%|22.3%|59.0%|0.5%|1.3%|2.6%|6.1%|3.2%|
5_34_1.wav |36.7%|0.2%|60.3%|0.2%|0.4%|0.1%|0.4%|1.8%|
5_34_2.wav |5.1%|6.8%|79.7%|0.3%|0.7%|0.8%|2.3%|4.2%|
5_34_3.wav |1.6%|19.7%|71.2%|0.2%|0.3%|0.7%|5.8%|0.5%|
5_34_4.wav |0.6%|0.1%|0.7%|0.4%|0.9%|0.3%|0.1%|96.9%|
5_35_0.wav |5.0%|27.9%|6.1%|1.3%|11.8%|26.2%|16.0%|5.7%|
5_35_1.wav |75.8%|0.2%|19.2%|0.3%|1.7%|0.2%|1.5%|0.9%|
5_35_2.wav |3.5%|15.0%|2.4%|2.0%|20.0%|34.2%|12.4%|10.4%|
5_35_3.wav |0.6%|70.4%|13.8%|0.2%|0.5%|3.5%|10.6%|0.4%|
5_35_4.wav |15.1%|0.3%|1.4%|3.6%|33.3%|2.5%|1.7%|42.2%|
5_36_0.wav |6.2%|9.8%|2.9%|2.9%|26.2%|28.3%|9.5%|14.1%|
5_36_1.wav |67.5%|0.2%|2.8%|2.4%|19.7%|0.9%|4.3%|2.2%|
5_36_2.wav |1.6%|4.8%|0.6%|3.6%|34.3%|23.0%|30.1%|2.0%|
5_36_3.wav |0.4%|13.1%|2.5%|0.8%|2.1%|3.5%|77.5%|0.1%|
5_36_4.wav |4.5%|0.9%|0.5%|7.6%|53.6%|5.8%|25.5%|1.7%|
5_37_0.wav |0.4%|55.0%|1.4%|0.5%|2.4%|32.1%|3.9%|4.4%|
5_37_1.wav |12.3%|10.2%|10.3%|2.2%|19.3%|15.4%|10.8%|19.5%|
5_37_2.wav |1.4%|8.6%|0.6%|1.5%|15.0%|42.0%|2.4%|28.5%|
5_37_3.wav |0.1%|90.8%|2.9%|0.1%|0.1%|2.9%|2.9%|0.2%|
5_37_4.wav |1.0%|0.7%|0.1%|4.5%|38.0%|11.5%|1.0%|43.3%|
5_38_0.wav |0.3%|68.2%|1.9%|0.4%|1.5%|21.5%|4.0%|2.2%|
5_38_1.wav |7.4%|0.8%|90.0%|0.1%|0.2%|0.1%|0.8%|0.7%|
5_38_2.wav |0.5%|16.8%|0.3%|1.1%|9.1%|60.9%|2.8%|8.6%|
5_38_3.wav |0.1%|92.1%|2.3%|0.1%|0.1%|2.6%|2.6%|0.1%|
5_38_4.wav |1.2%|0.5%|0.1%|9.8%|60.7%|10.7%|1.7%|15.2%|
5_39_0.wav |1.0%|35.6%|1.1%|0.8%|5.5%|46.8%|4.6%|4.8%|
5_39_1.wav |36.7%|4.8%|20.0%|1.6%|12.8%|4.8%|15.2%|4.2%|
5_39_2.wav |1.8%|3.0%|0.3%|2.1%|26.2%|33.4%|1.5%|31.7%|
5_39_3.wav |0.1%|87.5%|2.5%|0.1%|0.3%|5.3%|3.8%|0.2%|
5_39_4.wav |3.3%|0.3%|0.1%|8.4%|74.3%|5.9%|5.2%|2.3%|
5_40_0.wav |1.3%|42.3%|4.5%|1.0%|5.9%|26.3%|15.1%|3.7%|
5_40_1.wav |41.2%|1.5%|15.5%|2.4%|17.6%|2.7%|13.0%|6.0%|
5_40_2.wav |5.1%|20.6%|15.0%|2.0%|11.2%|15.2%|21.0%|9.8%|
5_40_3.wav |0.3%|69.0%|12.7%|0.2%|0.4%|3.0%|14.1%|0.2%|
5_40_4.wav |4.8%|1.0%|2.2%|5.4%|25.8%|5.0%|3.7%|52.1%|
5_41_0.wav |1.1%|10.1%|0.5%|1.3%|14.8%|53.1%|2.7%|16.3%|
5_41_1.wav |4.1%|15.1%|1.8%|1.5%|18.7%|40.6%|6.7%|11.4%|
5_41_2.wav |0.9%|5.0%|0.3%|2.0%|20.4%|43.1%|1.9%|26.4%|
5_41_3.wav |0.1%|82.9%|0.6%|0.2%|0.4%|12.6%|2.8%|0.4%|
5_41_4.wav |1.4%|0.7%|0.2%|3.3%|29.8%|11.4%|0.8%|52.2%|
5_42_0.wav |29.8%|11.1%|18.4%|1.4%|11.8%|8.0%|16.0%|3.5%|
5_42_1.wav |2.8%|3.0%|0.2%|3.3%|49.9%|26.1%|13.3%|1.4%|
5_42_2.wav |0.8%|5.9%|0.1%|1.7%|24.9%|57.7%|3.2%|5.7%|
5_42_3.wav |0.0%|92.5%|1.0%|0.1%|0.1%|3.5%|2.7%|0.1%|
5_42_4.wav |12.6%|0.2%|0.2%|6.2%|65.3%|4.3%|1.3%|9.9%|
5_43_0.wav |0.5%|68.5%|2.0%|0.3%|1.5%|20.7%|5.5%|0.9%|
5_43_1.wav |90.7%|0.1%|3.4%|0.4%|3.0%|0.2%|0.3%|1.8%|
5_43_2.wav |4.4%|1.5%|0.4%|2.0%|36.4%|21.2%|1.6%|32.5%|
5_43_3.wav |0.1%|90.5%|2.0%|0.1%|0.2%|3.9%|3.2%|0.2%|
5_43_4.wav |69.7%|0.1%|6.3%|0.9%|5.8%|0.4%|0.4%|16.4%|
5_44_0.wav |2.4%|15.7%|1.6%|1.4%|17.8%|42.5%|11.5%|7.1%|
5_44_1.wav |17.2%|2.5%|2.1%|2.4%|43.5%|13.9%|9.2%|9.0%|
5_44_2.wav |1.1%|4.5%|0.3%|2.9%|32.3%|40.5%|5.1%|13.4%|
5_44_3.wav |0.2%|76.7%|14.7%|0.1%|0.1%|1.5%|6.5%|0.1%|
5_44_4.wav |3.0%|0.4%|0.2%|7.2%|70.7%|7.2%|4.4%|6.9%|
5_45_0.wav |1.7%|57.4%|22.5%|0.3%|1.2%|5.5%|10.3%|1.2%|
5_45_1.wav |14.4%|7.6%|51.1%|0.9%|3.7%|1.9%|18.4%|2.1%|
5_45_2.wav |0.8%|21.4%|0.7%|1.2%|10.4%|53.1%|6.1%|6.4%|
5_45_3.wav |0.1%|86.3%|3.5%|0.1%|0.3%|4.4%|4.9%|0.2%|
5_45_4.wav |10.8%|3.3%|4.9%|3.1%|28.5%|10.4%|6.8%|32.2%|
5_46_0.wav |0.7%|29.1%|0.6%|1.0%|6.9%|51.7%|4.1%|6.0%|
5_46_1.wav |4.7%|2.4%|90.4%|0.1%|0.2%|0.1%|1.5%|0.5%|
5_46_2.wav |1.0%|20.4%|0.9%|1.3%|9.3%|45.8%|3.7%|17.7%|
5_46_3.wav |0.4%|71.0%|18.4%|0.1%|0.2%|1.9%|7.8%|0.2%|
5_46_4.wav |3.9%|1.1%|0.3%|4.9%|64.3%|14.3%|6.5%|4.8%|
5_47_0.wav |0.1%|77.0%|1.4%|0.2%|0.8%|12.9%|7.1%|0.4%|
5_47_1.wav |6.7%|1.3%|86.4%|0.3%|0.6%|0.2%|1.8%|2.7%|
5_47_2.wav |0.5%|7.6%|0.2%|2.0%|19.8%|56.4%|4.3%|9.3%|
5_47_3.wav |0.1%|85.1%|1.6%|0.1%|0.3%|4.8%|7.9%|0.1%|
5_47_4.wav |1.7%|2.1%|0.2%|3.6%|41.1%|29.7%|2.8%|18.6%|
5_48_0.wav |0.3%|59.6%|0.8%|0.4%|1.7%|32.1%|2.5%|2.6%|
5_48_1.wav |23.4%|0.2%|0.9%|3.9%|26.5%|2.2%|0.6%|42.2%|
5_48_2.wav |1.5%|0.4%|0.3%|1.5%|11.6%|4.0%|0.3%|80.5%|
5_48_3.wav |1.4%|54.8%|11.6%|0.8%|2.5%|13.7%|7.9%|7.3%|
5_48_4.wav |0.6%|0.1%|0.3%|0.7%|1.9%|0.5%|0.1%|95.9%|
5_49_0.wav |2.0%|15.9%|1.1%|1.2%|10.9%|41.5%|2.2%|25.1%|
5_49_1.wav |77.7%|0.2%|3.4%|1.3%|9.0%|0.6%|0.7%|7.1%|
5_49_2.wav |0.5%|0.1%|0.1%|1.2%|4.0%|1.0%|0.1%|92.9%|
5_49_3.wav |0.2%|75.0%|1.0%|0.3%|0.9%|18.5%|2.0%|2.1%|
5_49_4.wav |2.2%|0.3%|0.1%|11.7%|50.7%|5.2%|0.8%|29.0%|
5_50_0.wav |1.0%|28.5%|1.0%|0.9%|7.1%|50.2%|5.2%|6.1%|
5_50_1.wav |80.2%|0.2%|15.4%|0.3%|1.7%|0.2%|0.9%|1.1%|
5_50_2.wav |20.4%|3.5%|34.4%|1.0%|5.2%|2.8%|2.6%|30.1%|
5_50_3.wav |0.1%|86.9%|2.2%|0.1%|0.3%|5.2%|4.9%|0.2%|
5_50_4.wav |9.2%|0.4%|0.4%|4.1%|51.1%|6.9%|1.4%|26.4%|
6_20_0.wav |2.5%|4.8%|0.6%|2.0%|29.5%|40.3%|4.0%|16.4%|
6_20_1.wav |70.6%|0.2%|3.8%|1.5%|13.2%|0.9%|1.2%|8.6%|
6_20_2.wav |1.7%|4.5%|0.3%|3.0%|32.0%|42.9%|3.6%|12.1%|
6_20_3.wav |0.1%|88.4%|1.7%|0.1%|0.2%|5.4%|3.9%|0.2%|
6_20_4.wav |0.5%|0.1%|0.7%|0.4%|0.9%|0.3%|0.1%|97.0%|
6_21_0.wav |1.4%|7.0%|0.5%|1.8%|21.6%|47.7%|3.4%|16.5%|
6_21_1.wav |13.4%|0.2%|4.0%|0.9%|5.3%|0.6%|0.3%|75.4%|
6_21_2.wav |1.5%|0.9%|0.3%|2.2%|19.6%|9.5%|0.8%|65.1%|
6_21_3.wav |0.0%|90.7%|0.7%|0.1%|0.2%|6.2%|1.9%|0.2%|
6_21_4.wav |0.9%|0.1%|0.3%|1.2%|3.5%|0.5%|0.1%|93.5%|
6_22_0.wav |0.8%|10.6%|0.4%|1.1%|11.4%|57.1%|2.1%|16.6%|
6_22_1.wav |94.0%|0.0%|2.0%|0.3%|2.0%|0.1%|0.2%|1.4%|
6_22_2.wav |0.7%|8.7%|0.2%|1.3%|14.9%|62.9%|2.8%|8.5%|
6_22_3.wav |0.0%|93.9%|0.9%|0.1%|0.1%|3.3%|1.6%|0.1%|
6_22_4.wav |3.9%|0.9%|0.2%|3.8%|47.0%|15.6%|1.2%|27.4%|
6_23_0.wav |1.2%|1.9%|0.4%|1.7%|13.8%|14.9%|0.8%|65.4%|
6_23_1.wav |9.3%|0.4%|7.6%|0.8%|3.4%|0.8%|0.4%|77.2%|
6_23_2.wav |0.5%|0.1%|0.3%|0.6%|1.6%|0.4%|0.1%|96.4%|
6_23_3.wav |0.3%|54.5%|41.2%|0.1%|0.1%|0.7%|2.6%|0.4%|
6_23_4.wav |0.4%|0.2%|0.6%|0.4%|0.9%|0.5%|0.1%|97.0%|
6_24_0.wav |1.7%|7.9%|0.6%|2.0%|24.1%|47.3%|5.2%|11.2%|
6_24_1.wav |26.7%|3.5%|7.8%|3.2%|26.9%|8.8%|11.5%|11.6%|
6_24_2.wav |1.4%|1.4%|0.2%|5.1%|53.0%|21.9%|3.1%|14.0%|
6_24_3.wav |0.1%|86.4%|0.6%|0.1%|0.3%|9.8%|2.5%|0.2%|
6_24_4.wav |2.0%|0.3%|0.2%|4.9%|23.1%|3.8%|0.5%|65.2%|
6_25_0.wav |1.8%|7.9%|0.5%|1.6%|20.1%|51.3%|3.4%|13.4%|
6_25_1.wav |79.0%|0.2%|12.2%|0.4%|3.1%|0.3%|0.7%|4.0%|
6_25_2.wav |0.3%|25.1%|0.5%|1.1%|7.0%|54.4%|5.3%|6.2%|
6_25_3.wav |0.0%|92.8%|2.6%|0.1%|0.1%|2.0%|2.4%|0.1%|
6_25_4.wav |3.0%|0.6%|0.3%|8.3%|58.5%|9.4%|3.9%|15.9%|
6_26_0.wav |2.2%|4.8%|0.4%|1.6%|25.9%|44.4%|2.9%|17.7%|
6_26_1.wav |41.6%|2.4%|40.8%|0.5%|3.8%|1.5%|2.9%|6.6%|
6_26_2.wav |1.0%|1.4%|0.1%|3.4%|42.6%|24.4%|2.0%|25.0%|
6_26_3.wav |0.0%|93.0%|2.2%|0.1%|0.1%|2.1%|2.4%|0.1%|
6_26_4.wav |0.4%|0.1%|0.5%|0.4%|1.0%|0.4%|0.1%|97.0%|
6_27_0.wav |1.4%|9.4%|0.3%|1.3%|17.3%|60.4%|3.2%|6.8%|
6_27_1.wav |54.1%|0.8%|2.9%|1.6%|23.5%|4.3%|1.9%|10.9%|
6_27_2.wav |1.4%|2.3%|0.1%|4.1%|45.6%|33.7%|2.8%|9.9%|
6_27_3.wav |0.0%|93.1%|1.6%|0.1%|0.1%|2.8%|2.2%|0.1%|
6_27_4.wav |0.4%|0.1%|0.6%|0.4%|0.9%|0.4%|0.1%|97.1%|
6_28_0.wav |0.7%|9.8%|0.3%|1.2%|14.7%|63.0%|3.6%|6.8%|
6_28_1.wav |20.1%|0.9%|2.2%|2.5%|34.0%|7.3%|2.6%|30.3%|
6_28_2.wav |1.2%|0.7%|0.2%|2.7%|24.9%|10.6%|0.8%|59.1%|
6_28_3.wav |0.1%|86.0%|1.3%|0.1%|0.3%|7.9%|3.9%|0.3%|
6_28_4.wav |2.7%|0.7%|0.3%|4.1%|43.0%|11.5%|1.6%|36.0%|
6_29_0.wav |0.8%|17.4%|0.5%|1.4%|11.0%|57.8%|3.9%|7.3%|
6_29_1.wav |21.1%|9.6%|14.4%|1.5%|15.8%|13.3%|7.8%|16.6%|
6_29_2.wav |0.9%|5.5%|0.2%|3.2%|31.5%|47.7%|6.8%|4.3%|
6_29_3.wav |0.1%|91.3%|4.2%|0.1%|0.1%|1.4%|2.9%|0.1%|
6_29_4.wav |0.5%|0.1%|0.5%|0.4%|1.1%|0.3%|0.1%|96.9%|
6_30_0.wav |1.0%|22.4%|0.6%|0.9%|8.6%|57.6%|3.8%|5.2%|
6_30_1.wav |5.7%|2.2%|0.3%|2.6%|49.8%|28.0%|3.1%|8.3%|
6_30_2.wav |1.0%|8.0%|0.8%|1.9%|21.9%|36.4%|5.6%|24.5%|
6_30_3.wav |0.0%|93.7%|1.6%|0.0%|0.1%|1.8%|2.6%|0.1%|
6_30_4.wav |2.4%|0.5%|0.1%|6.8%|61.0%|10.1%|1.3%|17.9%|
6_31_0.wav |1.1%|10.4%|0.3%|1.5%|19.0%|57.2%|5.0%|5.4%|
6_31_1.wav |81.9%|0.2%|5.3%|0.8%|6.9%|0.5%|1.2%|3.2%|
6_31_2.wav |0.7%|7.9%|0.2%|2.1%|23.3%|55.9%|6.2%|3.7%|
6_31_3.wav |0.0%|92.9%|2.0%|0.1%|0.1%|2.1%|2.7%|0.1%|
6_31_4.wav |0.5%|0.1%|0.6%|0.4%|0.9%|0.3%|0.1%|97.0%|
6_32_0.wav |3.1%|5.1%|0.5%|1.9%|31.8%|43.0%|3.9%|10.7%|
6_32_1.wav |69.3%|0.5%|12.9%|0.8%|6.3%|1.0%|1.4%|7.9%|
6_32_2.wav |3.0%|2.0%|0.3%|4.6%|48.1%|22.6%|3.7%|15.7%|
6_32_3.wav |0.1%|89.9%|3.7%|0.1%|0.1%|2.7%|3.3%|0.2%|
6_32_4.wav |1.1%|0.2%|0.4%|1.5%|5.5%|1.1%|0.2%|90.1%|
6_33_0.wav |1.9%|2.3%|0.3%|3.7%|48.6%|28.2%|6.1%|9.0%|
6_33_1.wav |75.1%|0.2%|3.8%|1.3%|13.3%|0.8%|2.1%|3.5%|
6_33_2.wav |0.6%|5.1%|0.2%|4.3%|32.2%|40.6%|8.5%|8.4%|
6_33_3.wav |0.1%|82.4%|2.5%|0.1%|0.2%|3.0%|11.7%|0.1%|
6_33_4.wav |1.1%|0.2%|0.1%|39.9%|46.8%|2.6%|4.6%|4.7%|
6_34_0.wav |8.8%|17.9%|37.9%|1.2%|5.0%|6.9%|7.1%|15.1%|
6_34_1.wav |52.5%|0.4%|31.1%|0.7%|2.8%|0.4%|0.9%|11.3%|
6_34_2.wav |2.4%|23.1%|4.2%|1.9%|10.1%|27.9%|5.8%|24.5%|
6_34_3.wav |0.2%|73.9%|20.9%|0.1%|0.1%|0.9%|3.7%|0.1%|
6_34_4.wav |11.7%|1.1%|3.1%|3.3%|18.1%|4.8%|1.5%|56.5%|
6_35_0.wav |26.4%|7.6%|22.9%|1.2%|11.6%|7.1%|7.3%|15.9%|
6_35_1.wav |10.7%|8.2%|3.7%|2.1%|29.8%|22.0%|14.8%|8.6%|
6_35_2.wav |1.1%|11.9%|0.5%|1.3%|18.9%|52.5%|7.8%|6.0%|
6_35_3.wav |0.0%|93.9%|2.3%|0.0%|0.1%|1.5%|2.0%|0.1%|
6_35_4.wav |1.6%|1.6%|0.2%|8.3%|53.9%|16.6%|5.8%|12.0%|
6_36_0.wav |7.8%|6.0%|1.8%|2.5%|32.7%|27.9%|5.9%|15.3%|
6_36_1.wav |59.0%|0.5%|5.0%|2.1%|22.2%|1.9%|4.0%|5.3%|
6_36_2.wav |0.7%|1.8%|0.2%|3.9%|28.8%|21.0%|1.5%|42.1%|
6_36_3.wav |0.3%|33.4%|60.6%|0.1%|0.1%|0.3%|5.1%|0.1%|
6_36_4.wav |1.0%|1.1%|0.1%|9.2%|63.5%|15.0%|7.7%|2.2%|
6_37_0.wav |1.6%|5.5%|0.6%|2.0%|23.2%|34.4%|3.3%|29.3%|
6_37_1.wav |16.7%|3.6%|59.9%|0.8%|3.4%|1.3%|5.6%|8.7%|
6_37_2.wav |0.5%|7.8%|0.2%|1.9%|19.2%|56.8%|4.1%|9.5%|
6_37_3.wav |0.0%|94.3%|1.7%|0.1%|0.1%|2.0%|1.8%|0.1%|
6_37_4.wav |4.1%|0.3%|0.3%|2.8%|33.7%|4.9%|0.8%|53.1%|
6_38_0.wav |0.9%|35.1%|1.2%|0.9%|5.8%|45.2%|4.5%|6.4%|
6_38_1.wav |20.6%|7.1%|14.3%|1.8%|18.0%|11.0%|7.7%|19.5%|
6_38_2.wav |0.3%|17.4%|0.2%|1.1%|8.3%|65.6%|3.3%|3.8%|
6_38_3.wav |0.0%|92.0%|4.3%|0.0%|0.0%|1.1%|2.4%|0.1%|
6_38_4.wav |0.8%|0.1%|0.2%|1.4%|5.1%|0.9%|0.1%|91.2%|
6_39_0.wav |1.6%|9.7%|0.4%|1.3%|16.7%|55.6%|2.7%|12.0%|
6_39_1.wav |73.9%|0.7%|5.5%|0.8%|11.1%|1.9%|2.0%|4.3%|
6_39_2.wav |0.6%|6.6%|0.1%|1.7%|20.1%|61.3%|2.8%|6.7%|
6_39_3.wav |0.0%|91.6%|0.7%|0.1%|0.2%|5.3%|1.9%|0.1%|
6_39_4.wav |0.4%|0.1%|0.3%|0.5%|1.3%|0.5%|0.1%|96.7%|
6_40_0.wav |1.0%|11.4%|0.5%|2.0%|18.7%|51.9%|7.2%|7.4%|
6_40_1.wav |53.5%|0.4%|4.5%|1.8%|19.2%|2.2%|1.8%|16.6%|
6_40_2.wav |0.9%|6.1%|0.2%|2.9%|30.5%|45.7%|10.2%|3.6%|
6_40_3.wav |0.0%|89.3%|0.7%|0.1%|0.2%|6.0%|3.6%|0.1%|
6_40_4.wav |3.6%|0.8%|0.3%|4.5%|51.2%|13.2%|2.1%|24.4%|
6_41_0.wav |1.3%|8.4%|0.5%|1.6%|17.6%|49.3%|2.7%|18.7%|
6_41_1.wav |6.1%|1.0%|0.6%|2.7%|40.3%|11.6%|1.9%|36.0%|
6_41_2.wav |0.8%|1.3%|0.1%|6.5%|54.5%|22.1%|3.2%|11.5%|
6_41_3.wav |0.0%|94.1%|1.0%|0.1%|0.1%|2.6%|2.1%|0.1%|
6_41_4.wav |1.3%|0.5%|0.1%|7.7%|45.2%|8.7%|1.0%|35.5%|
6_42_0.wav |1.4%|23.2%|0.7%|1.0%|10.6%|53.5%|4.8%|4.7%|
6_42_1.wav |82.8%|0.1%|1.4%|1.4%|9.5%|0.4%|0.5%|4.0%|
6_42_2.wav |0.7%|3.7%|0.1%|3.2%|37.1%|45.8%|5.4%|3.9%|
6_42_3.wav |0.0%|94.5%|1.3%|0.0%|0.1%|1.8%|2.2%|0.1%|
6_42_4.wav |1.6%|0.2%|0.1%|11.1%|39.1%|4.1%|0.6%|43.1%|
6_43_0.wav |1.0%|9.8%|0.3%|1.2%|15.2%|62.2%|2.8%|7.6%|
6_43_1.wav |26.4%|0.6%|0.8%|2.2%|42.6%|7.6%|1.2%|18.7%|
6_43_2.wav |1.3%|1.6%|0.1%|3.4%|43.8%|26.9%|1.9%|20.9%|
6_43_3.wav |0.0%|94.0%|2.4%|0.0%|0.1%|1.5%|1.8%|0.1%|
6_43_4.wav |0.6%|0.1%|0.3%|0.8%|2.6%|0.5%|0.1%|95.0%|
6_44_0.wav |2.8%|9.7%|0.8%|1.3%|19.8%|49.8%|4.7%|11.1%|
6_44_1.wav |50.1%|1.1%|16.2%|0.8%|7.3%|1.9%|1.4%|21.2%|
6_44_2.wav |0.7%|3.1%|0.2%|2.9%|31.4%|37.9%|2.5%|21.2%|
6_44_3.wav |0.0%|93.6%|2.2%|0.0%|0.1%|1.6%|2.4%|0.1%|
6_44_4.wav |4.0%|0.3%|0.2%|7.9%|58.4%|5.9%|1.2%|22.0%|
6_45_0.wav |1.0%|9.4%|0.3%|1.9%|20.4%|56.3%|5.1%|5.7%|
6_45_1.wav |42.0%|2.5%|34.3%|0.9%|6.7%|1.7%|7.6%|4.3%|
6_45_2.wav |0.9%|3.4%|0.2%|4.6%|39.7%|33.8%|5.2%|12.2%|
6_45_3.wav |0.1%|91.4%|3.0%|0.1%|0.1%|2.1%|3.1%|0.1%|
6_45_4.wav |2.6%|0.3%|0.2%|14.1%|60.7%|4.1%|2.4%|15.7%|
6_46_0.wav |1.7%|14.8%|1.1%|1.7%|14.6%|43.9%|4.4%|18.0%|
6_46_1.wav |21.8%|3.7%|4.6%|2.0%|22.8%|12.0%|3.6%|29.5%|
6_46_2.wav |1.0%|3.5%|0.3%|2.2%|23.2%|30.5%|1.8%|37.4%|
6_46_3.wav |0.0%|93.8%|1.0%|0.1%|0.1%|2.8%|2.0%|0.1%|
6_46_4.wav |0.5%|0.1%|0.2%|1.2%|4.2%|0.9%|0.1%|92.7%|
6_47_0.wav |0.2%|54.4%|0.8%|0.5%|2.3%|31.3%|9.6%|1.0%|
6_47_1.wav |19.4%|0.4%|76.7%|0.2%|0.5%|0.1%|0.7%|2.0%|
6_47_2.wav |0.7%|7.0%|0.3%|4.2%|29.5%|35.4%|20.0%|2.9%|
6_47_3.wav |0.1%|89.1%|4.9%|0.1%|0.1%|1.1%|4.6%|0.1%|
6_47_4.wav |0.4%|0.1%|0.4%|0.5%|1.1%|0.4%|0.1%|97.0%|
6_48_0.wav |2.0%|4.7%|0.4%|1.7%|18.4%|35.1%|1.3%|36.3%|
6_48_1.wav |10.0%|0.6%|1.3%|1.5%|13.5%|3.8%|0.5%|68.8%|
6_48_2.wav |0.5%|0.5%|0.2%|1.2%|6.8%|4.1%|0.2%|86.4%|
6_48_3.wav |0.0%|93.7%|0.8%|0.1%|0.1%|3.9%|1.2%|0.2%|
6_48_4.wav |0.5%|0.1%|0.3%|0.6%|1.5%|0.4%|0.1%|96.6%|
6_49_0.wav |1.1%|15.4%|0.5%|1.3%|10.4%|50.0%|1.8%|19.5%|
6_49_1.wav |19.5%|4.3%|1.9%|1.6%|26.8%|18.7%|2.0%|25.3%|
6_49_2.wav |1.2%|1.0%|0.2%|1.8%|13.7%|9.9%|0.4%|71.7%|
6_49_3.wav |0.0%|94.2%|2.8%|0.0%|0.0%|1.2%|1.6%|0.1%|
6_49_4.wav |0.5%|0.1%|0.3%|0.6%|1.7%|0.4%|0.1%|96.3%|
6_50_0.wav |5.7%|4.4%|0.8%|2.3%|31.8%|34.3%|3.4%|17.5%|
6_50_1.wav |70.7%|0.2%|18.8%|0.5%|2.5%|0.3%|0.5%|6.6%|
6_50_2.wav |2.9%|5.3%|0.5%|3.5%|34.3%|38.4%|6.6%|8.3%|
6_50_3.wav |0.0%|92.7%|0.9%|0.1%|0.1%|4.0%|2.1%|0.1%|
6_50_4.wav |1.2%|0.1%|0.6%|0.9%|1.9%|0.3%|0.1%|95.0%|
7_20_0.wav |3.7%|26.8%|4.3%|1.2%|11.8%|29.6%|19.4%|3.3%|
7_20_1.wav |90.9%|0.1%|3.7%|0.4%|3.0%|0.2%|0.5%|1.2%|
7_20_2.wav |0.9%|0.1%|0.4%|0.9%|3.1%|0.7%|0.1%|93.7%|
7_20_3.wav |0.5%|51.9%|3.0%|0.4%|2.2%|12.3%|29.3%|0.3%|
7_20_4.wav |0.6%|0.2%|1.3%|0.3%|0.7%|0.3%|0.1%|96.6%|
7_21_0.wav |0.7%|18.6%|0.5%|1.3%|10.4%|56.9%|5.0%|6.6%|
7_21_1.wav |74.8%|0.1%|1.7%|1.2%|12.9%|0.8%|0.5%|8.0%|
7_21_2.wav |1.2%|0.1%|0.5%|0.8%|2.7%|0.4%|0.1%|94.2%|
7_21_3.wav |0.3%|60.9%|1.7%|0.4%|2.0%|20.5%|13.4%|0.7%|
7_21_4.wav |0.6%|0.1%|1.3%|0.3%|0.7%|0.3%|0.1%|96.6%|
7_22_0.wav |0.6%|19.0%|0.5%|0.9%|8.1%|58.5%|3.5%|8.9%|
7_22_1.wav |93.6%|0.1%|3.4%|0.2%|1.6%|0.1%|0.3%|0.8%|
7_22_2.wav |0.4%|8.6%|0.2%|1.5%|16.4%|59.8%|4.0%|9.0%|
7_22_3.wav |0.3%|30.3%|0.5%|0.7%|5.9%|50.4%|10.6%|1.3%|
7_22_4.wav |0.4%|0.2%|0.9%|0.4%|0.8%|0.4%|0.1%|97.0%|
7_23_0.wav |1.4%|23.2%|1.8%|1.2%|8.2%|39.1%|3.7%|21.3%|
7_23_1.wav |69.9%|0.3%|16.1%|0.5%|3.1%|0.4%|0.6%|9.0%|
7_23_2.wav |1.3%|0.6%|0.3%|2.4%|14.7%|6.0%|0.5%|74.3%|
7_23_3.wav |0.9%|22.0%|1.0%|1.3%|8.7%|47.7%|3.5%|15.0%|
7_23_4.wav |0.4%|0.2%|0.7%|0.4%|0.9%|0.4%|0.1%|97.1%|
7_24_0.wav |0.8%|47.4%|1.7%|0.6%|4.3%|33.8%|9.5%|1.8%|
7_24_1.wav |82.7%|0.2%|4.6%|0.7%|7.0%|0.6%|1.1%|3.0%|
7_24_2.wav |1.8%|2.4%|0.3%|3.4%|33.6%|25.9%|2.2%|30.4%|
7_24_3.wav |0.5%|45.3%|1.0%|0.7%|4.4%|32.9%|14.4%|0.8%|
7_24_4.wav |0.7%|0.1%|0.9%|0.5%|1.2%|0.4%|0.1%|96.1%|
7_25_0.wav |1.0%|43.4%|3.0%|0.8%|5.3%|27.3%|17.2%|2.0%|
7_25_1.wav |77.1%|0.1%|20.0%|0.2%|0.9%|0.1%|0.5%|1.1%|
7_25_2.wav |2.0%|9.3%|0.8%|1.8%|20.9%|45.2%|5.5%|14.6%|
7_25_3.wav |0.3%|62.9%|1.8%|0.3%|1.6%|15.5%|17.3%|0.4%|
7_25_4.wav |6.0%|0.7%|76.1%|0.4%|0.7%|0.2%|0.9%|15.0%|
